Date,G40,G42,G43,G44,G45,G46,G47,G48,G49,G51,G53,G65
Aug-17,4.432258065,4.630967742,5.757419355,2.099677419,2.463870968,,,,3.879,4.3,3.722903226,5.512692308
Sep-17,3.318,4.577666667,3.936333333,1.976875,2.235,,,,3.631333333,4.178,3.351666667,4.446333333
Oct-17,3.311333333,4.585483871,3.592903226,1.576666667,2.370967742,,,,3.852903226,5.054516129,3.816451613,4.849032258
Nov-17,3.200333333,4.605,3.095,,2.564666667,,,,3.762,4.442333333,3.637333333,4.448
Dec-17,3.516451613,4.744230769,4.112580645,,3.131290323,,,,3.89173913,4.280645161,3.887,4.361851852
Jan-18,4.586774194,6.012758621,3.71483871,,4.343870968,,,,5.283333333,4.153548387,4.809230769,4.292903226
Feb-18,5.477857143,7.5185,4.034285714,,3.85,,,,5.2175,4.163571429,5.041428571,4.338888889
Mar-18,3.540967742,5.065333333,3.5475,,3.268709677,,,,4.313870968,4.802903226,4.379032258,4.800333333
Apr-18,3.389310345,5.256333333,3.054333333,,3.334666667,,,,4.255,4.556333333,4.194666667,4.56
May-18,4.313448276,5.067741935,4.381935484,1.755,3.178387097,,,,4.197096774,4.556451613,4.205806452,4.706451613
Jun-18,4.719,4.717,5.336666667,2.019230769,2.837666667,,,,3.943666667,4.892333333,3.981333333,4.6092
Jul-18,5.253548387,4.408709677,6.075483871,2.397,2.640322581,,,,3.745,4.885862069,3.731290323,4.761935484
Aug-18,5.021290323,4.156451613,6.227096774,2.112580645,2.41516129,,,,3.604193548,4.097777778,3.582903226,4.127419355
Sep-18,4.112333333,4.686666667,4.44,1.810666667,2.856,,,,3.941333333,4.941666667,3.936333333,4.152666667
Oct-18,3.649354839,4.424516129,4.2,,2.653548387,,,,3.836774194,4.905483871,3.866774194,4.494193548
Nov-18,3.599666667,4.97,4.128666667,0.831,3.230333333,,,,4.170344828,4.683,4.177,4.470666667
Dec-18,3.69483871,4.928709677,3.966129032,1.228387097,3.216129032,,,,4.243103448,5.720645161,4.327333333,4.983333333
