"","Var1","Var2","Cor","Lag","Months"
"983","DC","W116",0.181322933742249,0.166666666666667,2
"984","DC","W118",0.219931072575118,-1.25,-15
"985","DC","G40",0.189859146960442,0,0
"986","DC","G42",0.15982490658781,-1.66666666666667,-20
"987","DC","G45",0.263173182034346,-1.66666666666667,-20
"988","DC","G49",0.250346283582896,-1.66666666666667,-20
"989","DC","G51",0.203845163680796,0,0
"990","DC","G53",0.211636778270283,-1.66666666666667,-20
"991","DC","G65",0.380925017237257,0,0
"992","DC","RV",0.415930595970625,0,0
"993","DC","CDY",0.407332677465052,0,0
"994","DC","KY",0.387035752380485,0,0
"995","DC","HY",0.271651866246178,0,0
"996","DC","GI",0.554565914227819,0,0
"997","DC","GS",0.699836303305517,0,0
"998","DC","GO",0.396525012900308,0,0
"999","DC","NP",0.209045484915492,0,0
"1000","DC","RVT",0.203156891902366,-0.0833333333333333,-1
"1001","DC","CDYT",0.205682830945785,-0.0833333333333333,-1
"1002","DC","KYT",0.205899088189434,-0.0833333333333333,-1
"1003","DC","HYT",0.202796272801936,-0.0833333333333333,-1
