"","G40","G42","G45","G49","G51","G53","G65"
"1",0.0119354840000003,0,-0.00931034500000028,0.0437486090000001,0.036329254,0.0764143919999993,0.00497219200000032
"2",-0.077419355,0,-0.181657396999999,-0.061813125,0.0280076629999995,-0.0993176179999997,0.0453503890000002
"3",0.0194193549999997,0,-0.261032258,-0.200290323,-0.0247777779999998,-0.131451613,0.0752473119999992
"4",0.438,0,-0.206064516,-0.224870968,-0.067946236,-0.206290322999999,-0.142989247999999
"5",0.185,0,-0.209935484,-0.192795699,-0.271387097,-0.35204301,-0.0450107520000005
"6",0.201129032000001,0,-0.084580645,-0.116559139,-0.664741935,-0.128602151,-0.246924732
"7",-0.491612903,0,-0.242580645,-0.284516129,-0.180967742,-0.380645161,-0.183870967
"8",-0.71865406,0,-0.013505377,0.00107526800000013,-0.00956618500000017,-0.0670745269999999,0.026795699
"9",0.00534482758332988,0,0.174150538,0.222473119,0.0203638602857099,0.0649712643333298,0.130301075
"10",0.00534482758334009,0,0.357849462,0.313193548,0.0203638602857201,0.06497126433334,0.181698925
"11",0.00534482758332988,0,0.492795699,0.422612903,0.0203638602857099,0.0649712643333302,0.0588148139999998
"12",0.00534482758333032,0,0.390967742,0.785161291,0.0203638602857201,0.0649712643333298,0.0447685189999998
"13",0.00534482758333965,0,-0.0585253449999996,0.027154377,0.0203638602857099,0.06497126433334,-0.10625
"14",0.00534482758333032,0,-0.668571429,-0.471670506,0.0203638602857201,0.0649712643333302,0.223225806
"15",0.00534482758332988,0,-0.0233333330000001,-0.595924732,0.0203638602857099,0.0649712643333298,0.132774194
"16",0.00534482758334009,0,-0.313440861,-0.142784946,0.0203638602857099,0.06497126433334,0.506258065
"17",0.00534482758332988,0.0819999999999999,-0.421892473,-0.47088172,0.0203638602857201,0.0649712643333302,-0.528924732
"18",0.00534482758332988,0.227247312,0.0938279570000002,-0.0391182800000001,0.0203638602857099,0.0649712643333298,-0.453333333
"19",0.00534482758334009,0.127741936,0.112903226,0.154193548,0.0203638602857201,0.06497126433334,-0.339354839
"20",0.00534482758332988,0.0610107519999996,-0.0227311829999999,0.0685913979999999,0.0203638602857099,0.0649712643333302,0.0940215059999998
"21",0.00741935500000013,-0.0819784939999995,-0.126946236,0.026892473,0.0203638602857201,-0.265806452,0.251139785
"22",0.019580645,-0.314021506,-0.240387097,-0.269225806,0.0203638602857099,-0.367526881,0.129860215
"23",0.0375161290000001,0.495311828,0.688129032,0.448258065,0.00640762399999995,0.634946236,0.136268816999999
"24",0.118064516,-0.19032258,0.0031813129999998,0.171612903,-0.00322580600000011,0.33,-0.0103225809999996
"25",-0.114009216,0.00289170499999969,0.311403941,0.212200461,0.00357142899999996,0.0969585259999999,-0.156970046
"26",-0.0821198160000001,0.294205069,-0.0710368670000001,-0.268928572,0.0780414740000004,-0.317926268,0.0188186809999999
"27",-0.0521182800000002,-0.604419355,-0.700344086,-0.47547619,0.0753870969999997,-0.549645161,0.0735683763333297
"28",0.13695699,-0.456548387,-0.446430107,-0.138763441,0.21816129,-0.112612903,0.0735683763333403
"29",0.224709677,0.000548387000000261,-0.0379032260000001,-0.270569893,0.0551720429999998,-0.388053764,0.0735683763333297
"30",-0.865677419,0.382677419,0.192419355,-0.0691075269999999,-0.13929885,-1.360010752,-0.428037635
"31",-0.244193549,-0.551612903,-0.483225807,-0.195309139,-0.0105582929999999,-1.057419355,-0.0590322580000002
