"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
"1",-0.0341296489143467,-0.299426920792668,-0.0181685713526124,-0.21347526801998,-0.0681182829129404
"2",0.0492650967382148,-0.767746696674377,-0.083158920370506,-0.413224004331545,-0.774636073528941
"3",-0.129113428000084,-0.777047465185754,0.12741386462586,0.138441461172865,0.179138444463767
"4",-0.438540168546444,-0.921966321148032,0.782588661654385,0.0295408327315844,-0.0769318649677458
"5",-1.6823774078109,-0.102512946311346,1.09745530070238,0.547859950220098,-0.257852491853256
"6",-5.29733330072968,5.21517477081265,0.168170619392551,-2.35749603832766,-1.78965501544947
"7",-3.49742325386676,2.16442414133217,1.93352877102,0.637864768104327,-0.0309570321113183
"8",-1.44208755235277,-2.21135620876449,-0.739975843826933,2.97024174690097,-0.697076386248294
"9",-0.496703050631648,-1.57070160786395,-1.80393664425424,-0.104652233198471,0.137159370284867
"10",1.20488613504004,1.09247100705596,-2.04953385313785,-1.49673171743452,-1.1537698863778
"11",0.362553045085183,-0.103651958602423,-0.669448154564036,0.118278027004402,0.309663071433355
"12",0.110931717985087,-0.798131655076424,-0.478542389923312,-0.11232656324866,-0.258877057326545
"13",0.612695240220262,-0.310407233087172,-0.768335826905219,0.113026586237235,-0.120429758526106
"14",2.30059337849453,1.54102678221386,1.6766454768877,-0.655886917408733,1.25672359552336
"15",2.20362660301707,-0.0626544026134565,0.410473892714609,0.0401904092223029,-0.929094722919182
"16",2.83894860922289,-0.51191312726459,2.30208697350452,0.453980951802327,-0.219963559784702
"17",0.763948659316564,-2.81908532999419,0.899927745309318,0.811023342134497,0.185523773371487
"18",-6.0041120590693,4.52873144374284,-0.638627809417247,-3.55844739537338,1.60051058112417
"19",-2.88464009642739,2.2606216685053,0.723258177836435,2.11386691002541,-2.09869983880659
"20",-1.07211663229329,-1.55350890918239,-0.102305050997888,2.40898194480535,-0.305494907992599
"21",0.28853227566841,-2.39382249514656,-1.72038064792338,-0.0574530115669542,0.250704792905199
"22",-0.0929048834625882,-1.05924223277399,-1.24536632148453,-0.252733389998511,-0.0456046079251065
"23",0.660210075006441,0.335020924993474,-1.53814302211228,-0.455446435124207,-0.0782136775585364
"24",0.376019272056308,-0.517142520240673,-0.225715801086414,-0.259245037405165,0.159347694235593
"25",0.207885721353571,-0.490345628209912,-1.00983931591725,-0.449097261937165,-0.719657426217945
"26",0.313620824010711,-0.16366411262153,-0.155589712744177,-0.182588079269212,0.236676677584794
"27",0.000855122957560239,-1.13050955611036,0.750363204309181,-0.0317396597887501,0.236927968710767
"28",0.133849559648606,-1.36907581313092,0.964058414665215,-0.208005875282591,0.048488169952264
