"","F2.W63","F2.G42","F2.KY_P","F2.KY_T","F2.Pumping"
"1",0.684160747389516,0.154679688930537,-0.182799765787396,0.0244060489763783,0.0771414482556375
"2",0.645494470216429,0.148609891037882,-0.200915938479559,-0.0157253343840303,0.0714327577084275
"3",0.636547886131376,0.156995345486113,-0.206981696622912,-0.0389633324771171,0.0843676474903001
"4",0.656733248295871,0.182571438972917,-0.201528558142309,-0.0439289954868919,0.114908459010196
"5",0.697969665517458,0.218413868627268,-0.189618818881279,-0.0355586645192973,0.153355096556344
"6",0.750374928503329,0.258566440921983,-0.179287295501321,-0.0224453898490067,0.189526026533393
"7",0.801880734938938,0.294889404954314,-0.176446737208203,-0.0132328069702472,0.21139721388482
"8",0.84331653890356,0.320572573226516,-0.183876053395672,-0.0140562319682023,0.213611695499083
"9",0.867265393379207,0.332159200696443,-0.200080857519133,-0.0271328021112549,0.192856595716812
"10",0.870059674818169,0.327719562623611,-0.221940967769173,-0.0493198438036273,0.153752915332548
"11",0.852655093759553,0.308389025173971,-0.244435967591855,-0.0737981741988701,0.106296543185125
"12",0.82057326223794,0.278865981421505,-0.260984365845112,-0.0911451780195243,0.0659735529147816
"13",0.779219474347894,0.242603119216169,-0.267279542650167,-0.0946004734922395,0.0389450267233659
"14",0.733419892011736,0.202453230299478,-0.26278145334904,-0.0817638450849277,0.0285414664115202
"15",0.688865214769541,0.162698584582948,-0.249203176138204,-0.0532764709444418,0.0406344288634956
"16",0.649423750075442,0.127724184502547,-0.230818535915082,-0.0148078984553341,0.0712411642054395
"17",0.615518501015942,0.0983311433698034,-0.214683939924541,0.024141145002605,0.106039495360139
"18",0.585779280704923,0.0752038582875659,-0.206243201712891,0.0540153130785779,0.135291345216081
"19",0.558375111249569,0.0570883541727602,-0.20804866119015,0.067576766016558,0.152202553258032
"20",0.530782726600422,0.0412200928740321,-0.221666123801004,0.0611939721571607,0.146995798878566
"21",0.500250483493365,0.0244438167524908,-0.244402687639651,0.0367896875014778,0.119485009072278
"22",0.464681754642551,0.00395874648582012,-0.271178871641489,0.0012749081484842,0.0752232924680865
"23",0.422836559307947,-0.0221603170668706,-0.294810581586882,-0.0352556862384646,0.0234881951683283
"24",0.374974453333736,-0.0546382227188195,-0.30966723163191,-0.0623801094531925,-0.0242513357999188
"25",0.32218545190895,-0.0932020539231527,-0.311814357762724,-0.0718182897292574,-0.0575806372976677
