"","F4.W70","F4.G40","F4.CDY_P","F4.CDY_T","F4.Pumping"
"1",-0.0878647521996459,-0.0193120983578588,-0.0314181124787507,-0.00289545136075733,0.0203901546654854
"2",-0.0908777246516071,-0.025711422635449,-0.0365565383696988,-0.00224312148489627,0.0258623157007055
"3",-0.0905295787027891,-0.032356532789471,-0.0381340860515131,-0.0016471176025423,0.0270212203477999
"4",-0.0901349699545947,-0.0409740291295079,-0.0408121792427394,-0.00124814969052741,0.0261447888998793
"5",-0.0856761812175309,-0.0483696667517033,-0.0410415734274816,-0.00112764674468128,0.0228184250770371
"6",-0.0788047394728448,-0.0547453650790429,-0.0404874508777773,-0.00107440521568688,0.0191836363996512
"7",-0.0660555438546971,-0.0578803069599439,-0.035763888759606,-0.00100720716020507,0.0142798606743576
"8",-0.0497566062811801,-0.0586781591705831,-0.0299664963148778,-0.000928824029934313,0.00908359694320806
"9",-0.0300435365068956,-0.0559635674427107,-0.0208693753383627,-0.00102722624960009,0.00155053523615053
"10",-0.0101644597561286,-0.0503847242874381,-0.0106590170389502,-0.00119788746000179,-0.006043346168745
"11",0.00949604751234915,-0.0408998678588205,0.0015146307336032,-0.00167631555836801,-0.0135413460169553
"12",0.0278284768450304,-0.0274300456209754,0.0131887708364819,-0.00182379110868621,-0.0194747109044581
"13",0.0454186970223482,-0.0101305118158775,0.0243841916095664,-0.00195306713409891,-0.0232920880294476
"14",0.0609210817338796,0.00934095749590861,0.0340843634834916,-0.00192530380014679,-0.0248661034137333
"15",0.0741845812099742,0.0295543670353194,0.0420586887249328,-0.00170835547109346,-0.0246200646689565
"16",0.0826574838415418,0.0489365512440513,0.0472282162406652,-0.00130548709414565,-0.022477544609929
"17",0.0863372335247802,0.0661094665077969,0.0489156437889468,-0.000719349454708144,-0.0183808323306142
"18",0.0841548159478527,0.0793695582445032,0.0467312005356654,-9.91156786495401e-05,-0.0123586964626078
"19",0.0773865292535406,0.0878649785627578,0.0421718799032801,0.000668316187486191,-0.00518722537136219
"20",0.0651930471404462,0.0901062999902421,0.0343784372176544,0.00147736203226065,0.00199311561015932
"21",0.0482499354494232,0.0855303670879908,0.0238469286484443,0.00238227866263718,0.00897306130195024
"22",0.0260234912003662,0.0739439816787032,0.0110139381841833,0.00324700801870112,0.0149078262094606
"23",0.000242885631174889,0.0561222047045865,-0.00360986581856088,0.00412042359741597,0.0197492844407496
"24",-0.0278298782674797,0.0334241797198412,-0.0187931171260218,0.00482264135604468,0.023267402636757
"25",-0.0552827538984416,0.00730813963152104,-0.0336554819706568,0.00541100179367266,0.0252060836711692
"26",-0.0807258095388398,-0.020563409887892,-0.0465828514818818,0.00568988962666355,0.025058666818106
"27",-0.101731151068834,-0.048290212251656,-0.0568266486247402,0.00568379023512887,0.0226922582808534
"28",-0.117250782558313,-0.073470443614559,-0.0631458323829673,0.00525322603398267,0.0182768029999566
"29",-0.125288549204431,-0.0939991520955204,-0.0649687793643027,0.004344914003316,0.012479831394197
"30",-0.125266480640294,-0.107941390294815,-0.0616039287760056,0.0028700525424414,0.0057060724362082
"31",-0.11608345215258,-0.114195736759692,-0.0534756096003523,0.000979071833386977,-0.00151209338877987
"32",-0.0983674726618414,-0.111827511898356,-0.0403558346522952,-0.00126487289490128,-0.00928475849234392
"33",-0.0728489441491944,-0.100822373289818,-0.0236872614441526,-0.00361117443595716,-0.0165211688351111
"34",-0.0416882585843231,-0.0813315800971314,-0.0042702203627249,-0.00604985284705278,-0.0226531675087435
"35",-0.00644899361634437,-0.0545858644180627,0.0160467382640182,-0.0081970259775071,-0.0266916708832484
"36",0.0304028432450594,-0.0222008682776396,0.036135286541565,-0.00994693096588945,-0.0282147072321778
"37",0.0670989888947274,0.0130600790554692,0.0537764980730749,-0.0109751750262895,-0.0270359898159307
"38",0.100925406666206,0.0484621514130274,0.0681395506000787,-0.0111381118092364,-0.0236780190068089
"39",0.129849830754604,0.0807853082586608,0.0774925297932879,-0.0102811724356496,-0.0184460910277748
"40",0.151239951255751,0.107710795001817,0.0815029771795935,-0.00846231664046209,-0.0118153015787636
"41",0.163776221704501,0.126844755443241,0.0792076276752069,-0.00574441821026274,-0.00410635120548765
"42",0.165766680168916,0.136675191641875,0.0710720163866826,-0.00239194325848768,0.00390520648238542
"43",0.156835477483763,0.135712046762531,0.0566508062571947,0.00148669512730015,0.0115935202317429
"44",0.136734902973077,0.123911170351181,0.037702123612494,0.00549629902851868,0.0184895482360619
"45",0.106641122379925,0.101862606296144,0.0150710013666575,0.00934719834998849,0.0238770027659346
"46",0.0676794945751888,0.0718728791862578,-0.0092581106892418,0.0125594098893663,0.0271850012646537
"47",0.0224455775073419,0.0361706728777631,-0.0342348085783042,0.0148671094320372,0.028825490483799
"48",-0.0262599529983984,-0.00217352584027455,-0.0573400555214819,0.0160152936935177,0.0287830611852476
"49",-0.0745596586987151,-0.0405832211540894,-0.0771452886812132,0.0159498490338258,0.0270695452607344
"50",-0.119197997745528,-0.0759565777181364,-0.0913074114764167,0.0145429586021512,0.0227233196270958
"51",-0.156478367549636,-0.105815366268478,-0.0989899521178118,0.011923286289577,0.0164165695322982
"52",-0.184025637633686,-0.127506215419957,-0.098871179805715,0.00800945686365807,0.00864490059513497
"53",-0.199200388723318,-0.139486695295884,-0.0911544953896092,0.00318052435047422,0.000303040285362248
"54",-0.201138031528656,-0.14080803622162,-0.07589971176571,-0.00228844114846326,-0.00800305514635478
"55",-0.189129683341072,-0.131958522537,-0.0547614021312154,-0.00781345414530378,-0.0157544153244413
"56",-0.164425375274969,-0.113694348765536,-0.0289460988981847,-0.0130611438086842,-0.0225819266411475
"57",-0.128167196361057,-0.0877041704004099,-0.00075728822653895,-0.0174372165479084,-0.0279385508899314
"58",-0.0831020133996997,-0.0554786941677955,0.02817341166882,-0.0206649894684651,-0.0313229339619357
"59",-0.0319202413723317,-0.0196967481755918,0.054776746775281,-0.0222773236936796,-0.0320326574742226
"60",0.0215705228111395,0.0170487734215173,0.0775207305019568,-0.0221568038139755,-0.0301222189635242
"61",0.0741973392631353,0.0513809039123159,0.0939781484334123,-0.0200626554116131,-0.0258940700964096
"62",0.121996310277965,0.0808352321331755,0.103757097009905,-0.0162238427895012,-0.0201338389074741
"63",0.162021947184914,0.102943825421384,0.105390434722336,-0.010866606692809,-0.0131661868551291
"64",0.190965418491071,0.116603547630053,0.099412373821007,-0.00463474000077548,-0.00549320054169635
"65",0.20710035533987,0.120800761709773,0.0855094581229392,0.00212077424919202,0.00256565916876199
"66",0.208905525322035,0.115781868354161,0.0654831194109105,0.00869132495508628,0.0103107655071733
"67",0.19658710584111,0.101931302112164,0.0403853171846788,0.0147085449983953,0.017159298680021
"68",0.170846788738185,0.0810622560603561,0.0129185560033643,0.0194617223603081,0.0222458611915819
"69",0.133849696942786,0.0550105412388754,-0.0155256027728275,0.0226858039239345,0.0254143841974623
"70",0.0881825567674366,0.0267631784192461,-0.0417272312396532,0.0239152200309773,0.0266043407574533
"71",0.0375422112608785,-0.00150774940834483,-0.0647731487442439,0.0232695447087273,0.0261637207633829
"72",-0.0145984941684008,-0.0272282141871344,-0.0819832573962112,0.0206592480488506,0.0240909992080147
"73",-0.0641296918561924,-0.049080772542655,-0.0930646407654433,0.0165638879276574,0.0205642545638121
"74",-0.107903571708758,-0.0654121196057872,-0.0961724856351556,0.0111611039530784,0.0155688371527221
"75",-0.142665905651446,-0.075818515805555,-0.0922171692226746,0.00507647228175155,0.00954339349886496
"76",-0.166792208895685,-0.0796060479451953,-0.0808975145186479,-0.00135537639081917,0.00304236366754493
"77",-0.178893719985466,-0.0774253131244844,-0.0643852520691965,-0.00743553184154273,-0.00306628533254933
"78",-0.178994693091972,-0.0697106243275067,-0.0432440643101641,-0.012811806971922,-0.00840706013091139
"79",-0.167416652061854,-0.0581354081195096,-0.0204810356676145,-0.0168411148000967,-0.0126319291844081
"80",-0.145935352163521,-0.0438598561068396,0.00306218095269765,-0.019395785016519,-0.0158722187387978
"81",-0.116340236376721,-0.0286535967092193,0.0243135969722106,-0.0201799585548538,-0.0178478239558258
"82",-0.0812894681084047,-0.0132522475804296,0.0429308094090738,-0.01934452788574,-0.0186178477281951
"83",-0.0432054457136664,0.000846874185130769,0.0564195884234885,-0.016847951990902,-0.0179732206490493
"84",-0.00497509096915269,0.0130541324725124,0.0652749313506367,-0.0131069915155478,-0.0163664819362749
"85",0.0311326669071008,0.0220411768391814,0.0679285307457767,-0.00831622057050183,-0.0141088349258226
"86",0.0627790802964655,0.0278077287466507,0.0659865991850428,-0.00310026994125278,-0.01183146007618
"87",0.0885299825507961,0.0299329396646587,0.0590852833669136,0.00219230902813983,-0.00969185925294506
"88",0.107015622466757,0.0296172836625948,0.0492997226934207,0.00683894519643845,-0.00787763902561843
"89",0.117920084822853,0.0273894257017534,0.03680443186931,0.010601340281985,-0.00604829745408729
"90",0.121174861894866,0.0245095036295479,0.023900926345972,0.0130480976977837,-0.00419912311882447
"91",0.117643953474676,0.0213286186051525,0.0105910583206387,0.0142603413884636,-0.00231150802419787
"92",0.108266195643144,0.0189435601231173,-0.000871262118206477,0.0140479571222244,-0.000765904225248872
"93",0.0945593335561061,0.0176231168358416,-0.0107812650017917,0.0126557882303074,0.000714495298037796
"94",0.0777518986670371,0.0182403347715429,-0.0173965136165802,0.0101559446450782,0.0022803996898688
"95",0.0593893871046129,0.0203702608834611,-0.0219579955683116,0.00708335648551571,0.00427164579731771
"96",0.040445902794467,0.0238387036504611,-0.023528177153311,0.00372342288727516,0.00646736356133454
"97",0.0220045447939614,0.0272582947707003,-0.0237761049065299,0.000634007427198296,0.00880858922360873
"98",0.00438166844703195,0.0299550332388507,-0.0221045036232071,-0.00204581397347026,0.0108922946001787
"99",-0.0119223842316669,0.0305612359101456,-0.0202942116306521,-0.00392137809893971,0.01274380495427
"100",-0.0270515787163568,0.0289058636994212,-0.0178859125897725,-0.00508555760635706,0.0142562203897778
"101",-0.0409526236020372,0.0242200172754613,-0.0168355233892906,-0.0053352804437534,0.0155782957698532
"102",-0.053965956826511,0.0165788285353385,-0.0165575511762261,-0.00489871603867245,0.0165612194794341
"103",-0.0660235840833396,0.00560088491918231,-0.0184137259439621,-0.00372365998026131,0.017031967373459
"104",-0.0769613483873816,-0.00782750422637599,-0.0207846585514848,-0.00222881901178153,0.0164269046496952
"105",-0.0861021842866621,-0.0230089638379537,-0.0241885605131887,-0.000557957808617264,0.0144839413957705
"106",-0.0930562234446006,-0.0381990196562558,-0.0266829841652136,0.000821537671886086,0.0112836653596935
"107",-0.0969820201726526,-0.0522666761268387,-0.0289109709325681,0.0018604179856028,0.00729421560458159
"108",-0.0972956352927309,-0.0635689627602846,-0.0287602030881112,0.00224980127781978,0.00268325579132846
"109",-0.0929569207063166,-0.0718400269550387,-0.0266063457233721,0.0021519080856295,-0.00295315695056769
"110",-0.0841053214492747,-0.075425231000117,-0.0207984899120552,0.00122978003752838,-0.00914249784315567
"111",-0.0703001384753266,-0.0737977821512993,-0.0125123517428756,-0.000321268593981418,-0.0149846791353373
"112",-0.0514288780587076,-0.0660386698429544,-0.000512625973459574,-0.00251110382123796,-0.0197882278001853
"113",-0.0276827678292453,-0.0525524735058148,0.0131063633999715,-0.00491659787090682,-0.0228083985928761
"114",0.000170554337317337,-0.0335671454254508,0.0287214559494085,-0.00736233366825622,-0.0240169819438815
"115",0.030945506031209,-0.0108726845982506,0.0434692562319583,-0.00929866563497037,-0.0231630966056133
"116",0.0629073260621787,0.0142708454203703,0.0577092307411664,-0.0106159147362718,-0.0206701887509414
"117",0.0940973010224643,0.0394637764351329,0.0683978949930701,-0.0108773643520478,-0.0159422989468744
"118",0.122272308499837,0.0632080634818031,0.0757596357775955,-0.010127177348581,-0.00986583409871641
"119",0.145099940826564,0.0829640743926061,0.0769050307821562,-0.00808161125482238,-0.00229759822740028
"120",0.160133405335453,0.0970787256298636,0.0727740827673959,-0.00510266888490421,0.00578514808102741
"121",0.165526877836604,0.103478403287744,0.0617437053280656,-0.00108402702436852,0.0135767780853901
"122",0.160408617781356,0.10218979390487,0.0460205464303113,0.00324508800182232,0.0201945785253538
