"","F9.W60","F9.G42","F9.KY_P","F9.KY_T","F9.Pumping"
"1",-0.0104547124332037,0.0601752722162607,-0.0282686975449624,-0.000745470717535237,-0.0334398358620951
"2",-0.0224235273262305,0.0741082037670421,-0.0973309822439415,0.00887745826294714,0.0341901013837001
"3",-0.0246330446342171,0.027123326230389,-0.120006884750438,0.0187898109436531,0.102201475233638
"4",-0.00704234632148499,-0.0342155778240886,-0.0389107591922748,0.0147054078010891,0.0473411219470974
"5",0.0241104643907112,-0.0430829602932301,0.0732407884125624,-0.000636264284887639,-0.0640387648171483
"6",0.0442792613569503,-0.00503904300520742,0.116922295165082,-0.013626964272974,-0.0843718839039595
"7",0.0301882006539746,0.0265400741039306,0.0797146048048055,-0.0164074920540531,-0.0239722273820489
"8",-0.0109716692059383,0.0236384918153307,0.000962555102042445,-0.0081345024581523,0.0195474971983127
"9",-0.0465519733531649,0.00302383115690843,-0.076322977928208,0.0066327582204549,0.0258506031339925
"10",-0.048248970809955,-0.018887279859042,-0.106233492669964,0.0185648576201229,0.0432044003980149
"11",-0.0151271682752307,-0.0324596849441378,-0.0472185010563596,0.016183487488343,0.0434529832363802
"12",0.0268869734979,-0.0255509400338827,0.0599360797704963,-5.58993126468126e-05,-0.016546790276426
"13",0.0431381286635978,0.00441276072534404,0.10741962415546,-0.0152365665706016,-0.07526943323553
"14",0.0183761289904654,0.028553117538909,0.0478300967777298,-0.0158769994422228,-0.0432945527258776
"15",-0.0291984465496821,0.0156841055284386,-0.0436019499351437,-0.00379907260689622,0.0338397908533098
"16",-0.0578730258851036,-0.0220889157311987,-0.0778415208819129,0.00856025930906408,0.0476959597611297
"17",-0.0402269726416299,-0.0405491366887012,-0.0505010565092141,0.0127238449358245,0.00224947948764979
"18",0.00956083819943522,-0.0223174894669897,-0.00338590060959867,0.00770323284928587,-0.0134064832536803
"19",0.0481022579924485,0.00798187537692797,0.0458673865206659,-0.00447503498835356,0.00157359415086779
"20",0.0461237151208093,0.0233125924777966,0.0768545866102972,-0.016198987696351,-0.014169880776878
"21",0.00955881662310872,0.0222751324034088,0.0500703870348195,-0.0160774359939329,-0.0417571731990589
"22",-0.0291936366565388,0.0122894021794479,-0.0287186093537644,-0.00212905505724287,-0.00935049674319164
"23",-0.0395158375571036,-0.00275086599540715,-0.0791233236489893,0.0121570981683071,0.0514434881734894
"24",-0.0111778009667342,-0.0118529930236201,-0.0466704812434783,0.0137085390457388,0.0458917126042563
"25",0.0340393611670162,-0.000502472958642287,0.0199871689924521,0.00533111566095183,-0.0157275110820012
"26",0.0567350112654645,0.0227122108171191,0.0460231202758431,-0.00264642658158008,-0.0333255720637884
"27",0.0337761869174899,0.0293948356609335,0.0314039191718827,-0.00612994135007744,0.00263115661358747
"28",-0.0147963895386338,0.0105527503137099,0.0108972582928805,-0.00533490634734205,0.00988973836640727
"29",-0.0480945272040219,-0.0116941654679367,-0.0214268141616485,0.00193428629089068,-0.0179536426738634
"30",-0.0447873191640488,-0.0193464614464492,-0.0701600793506205,0.0129503136969001,-0.00240253057002884
"31",-0.01681685957368,-0.0187613623472984,-0.0790669224734424,0.0160520852365498,0.0488510397652857
"32",0.0126387399429415,-0.0191408110565151,-0.00712306453255305,0.00506618843749896,0.0382343077770444
"33",0.022941918464266,-0.0171208507953187,0.0772974300780827,-0.00902802838554919,-0.0371008202377211
"34",0.00518150633649317,-0.0107946259916076,0.0783322877698632,-0.0132988520244012,-0.066799386282136
"35",-0.0296437617181052,-0.00951882721521787,0.0106504078461858,-0.00899528232148147,-0.0162222913100764
"36",-0.04880960316305,-0.0160311740823059,-0.0325358421103202,-0.004977954197255,0.023972683047596
"37",-0.0293069666360748,-0.0189760098569349,-0.0226936340371877,-0.00220487652902182,0.00927630849018053
"38",0.0155239511595579,-0.00959719884324769,0.000868567318572707,0.000719155638668974,-0.000583912193700938
"39",0.0496206702489,0.00635743148824313,0.0265578091932137,-0.00143810755351281,0.0173858079724422
"40",0.0544941496634977,0.0216573770058191,0.0695357842711571,-0.0115951702136024,0.00218403302232254
"41",0.0357432795973882,0.0336642567873303,0.0873461922211234,-0.0184249701785002,-0.047454159570744
"42",0.00838298287012186,0.0383563236789865,0.02428450688034,-0.0108995663002427,-0.0418213332909019
"43",-0.0108325064509129,0.0308042930545567,-0.0755683982070322,0.00505863212717253,0.0368924035883785
"44",-0.00217054805161965,0.0185118098451618,-0.100416971334262,0.0146437684118795,0.0819927403818097
"45",0.0340213653575254,0.0166662405765353,-0.0326225076650772,0.0148116162814132,0.0344164328195086
"46",0.064505101575854,0.0274604935007947,0.0323357879153273,0.0115887564840743,-0.0285849143559696
