"","F7.W80","F7.G42","F7.GO_P","F7.GO_T","F7.Pumping"
"1",0.0220945198853682,0.016754894621364,-0.0532550645732197,0.0066433530131208,-0.022322357301022
"2",0.0106320858045441,0.0103160473637743,-0.0524845920841309,0.00878412269505765,-0.0174550812905488
"3",-0.00717579982038877,-4.37794876364233e-05,-0.036237016817884,0.00879563961545679,-0.0112342779411519
"4",-0.024815208828175,-0.0104260796784229,-0.00927945043768874,0.00618408816945059,-0.00532742949744967
"5",-0.0348031556144174,-0.0175808076015782,0.0228363520819764,0.00164576046486927,0.00264764733494033
"6",-0.0346394688931533,-0.0195658708290632,0.0533697455039805,-0.00348647823303405,0.0124013323822861
"7",-0.0277478744320507,-0.0165451280568421,0.0794027677601175,-0.00883293209846568,0.0208491383430978
"8",-0.0173195417340543,-0.00906712204594485,0.0996562749241332,-0.0139720326769435,0.0259243040579134
"9",-0.0023929330519018,0.00191762159252215,0.111419729412156,-0.0182790711972767,0.0281478264285286
"10",0.0175983512688303,0.0144988910244479,0.109077902227474,-0.0201169720690913,0.0295138059923912
"11",0.0380910044096281,0.0260567972655447,0.0919551678954507,-0.0188945978902946,0.0283639473601949
"12",0.0533953228739251,0.0346688621922303,0.063482345766976,-0.0144541678350391,0.0221734510244888
"13",0.0618335339303508,0.0392153997013914,0.0263062382782093,-0.00748548877441788,0.0116381138649543
"14",0.0633895059690761,0.0379622476786425,-0.0164852227603302,0.00106298421998518,0.000266392146639767
"15",0.0569074807682139,0.0299281035315644,-0.0597272043371385,0.00998846274717986,-0.0106821917744365
"16",0.040828579690495,0.0161117706469916,-0.0976821945219098,0.0179151450723152,-0.0217336485899436
"17",0.017143602127063,-0.000816672508143158,-0.127175752723766,0.0239150818604235,-0.0320465631553297
"18",-0.00980255658960816,-0.0181466176810121,-0.145747324871836,0.0274453494485368,-0.0390086339395478
"19",-0.0370021175740416,-0.0344524409578603,-0.149147351131078,0.0274544590153596,-0.041387842092637
"20",-0.0623056912871342,-0.0476242480784934,-0.134879189999315,0.023417863227486,-0.0404368949625617
"21",-0.0821294611087757,-0.0550863925084748,-0.10422969632945,0.0158417367712976,-0.0360072208158698
