"","F8.W118","F8.G65","F8.DC_P","F8.DC_T","F8.Pumping"
"1",0.0569632856403913,0.229724319210338,0.0528236877920611,0.0265803585002956,-0.0441184857693474
"2",0.0631609571737595,0.158968946617662,0.0442362815807378,0.0285366937581163,0.0216796271534459
"3",0.0510381678029687,0.09506543905887,0.0189135476953159,0.0202698948091308,0.0283528302391259
"4",0.027497020126418,0.00570229419407966,-0.0092808811710945,0.00786154531733092,0.0402824399717314
"5",0.00631101822639228,-0.0739712154767167,-0.00398024278838472,9.95444382053856e-05,0.0418892843618995
"6",-0.00932360347009086,-0.0743983921388225,0.0125694828558584,-0.00641006251597412,0.00539615016685645
"7",-0.0138151194218551,-0.0488166042444699,0.0295098210168149,-0.00814644539759857,-0.00976236387624431
"8",-0.00962790791525999,-0.0261001180583167,0.037358854003157,-0.00654406128759573,-0.0128041650185156
"9",-0.00389253442053456,0.0131212906159098,0.037755482230326,-0.00391140919371613,-0.0232686966332538
"10",-0.000826121833435323,0.00384318446700832,0.0105657246954023,-0.00187647797217586,-0.00537212075889837
"11",-0.00327188043488765,-0.0379005313037473,-0.0187422953535511,-0.0024087714973713,0.0119610129352367
"12",-0.0105832991761083,-0.0554686098783306,-0.0396642748127297,-0.0042482012928703,0.00657515668435739
"13",-0.0188248750225672,-0.0853226456816181,-0.0603702262611599,-0.00637007555928225,0.010268501312192
"14",-0.0265279947584953,-0.101562912394637,-0.0534558538190338,-0.010683582817641,0.00184003551776362
"15",-0.0295673108724513,-0.0609918743655346,-0.0303458685177561,-0.0126455076963115,-0.02658656149962
"16",-0.0268382547456002,-0.0262326772014357,-0.0216550570017906,-0.0130507254957796,-0.0353976885299649
"17",-0.0183320673463353,0.0125510701481365,-0.0075723434011852,-0.0103719211577167,-0.0368116474444847
"18",-0.00599658661456078,0.0743707080787475,-0.00565308889331739,-0.00465838869593928,-0.0403129977384182
"19",0.0078182155784313,0.0883044208162335,-0.0308125177440968,0.0018251919430889,-0.0137957965486349
"20",0.0177458393783267,0.0732602951744496,-0.0400431753657232,0.0078821620470916,0.0153010805784373
"21",0.0228952634406004,0.0772073504178352,-0.0355774134141715,0.0120869100607311,0.0202590941830065
"22",0.0235178887901072,0.0495758268075128,-0.0323915384070299,0.0123436591008818,0.0346729973628905
"23",0.0207760271066207,0.02492870038791,0.00861521573818828,0.0109209320998015,0.038497696376447
"24",0.0173601166729505,0.0482719081010006,0.0578931807627759,0.00799652613592576,0.0126687375643114
"25",0.0161791516137224,0.0507302437504021,0.0829716915783765,0.00579033337906263,0.0053464244887907
"26",0.0148031132411182,0.0405849024094152,0.106931120579316,0.00459163045494785,0.00451577497138372
"27",0.0138450222026495,0.0522048150034572,0.108421671001491,0.00475410723932617,-0.0104949525937119
"28",0.0117858415123335,0.0194132416031601,0.0666834079074351,0.00639299818055813,0.0011411762269535
"29",0.00538797449080346,-0.0399081175324186,0.0288318371474225,0.00694744093216884,0.0207288041232948
"30",-0.00606187485826726,-0.0743984964949459,-0.0131344905995188,0.00529922412865946,0.0152565031330139
"31",-0.0192243526605758,-0.126739485294738,-0.0576670863681972,0.00178238674525846,0.0203363257726758
"32",-0.0321029932425964,-0.157488749621496,-0.0606762740469085,-0.00387296332321152,0.0144978773387788
"33",-0.041281124482773,-0.123469074020606,-0.051103627875187,-0.00921350858336858,-0.0231993479450057
"34",-0.042885164690235,-0.0909281834162957,-0.0493047386598575,-0.012155378581829,-0.0401785196768835
"35",-0.0373992384508107,-0.0497601328686858,-0.0285416584589408,-0.0122707423109617,-0.0475597428322669
"36",-0.0272717471422484,0.0184347859306204,-0.0241113211661223,-0.0102608128202357,-0.0657508213345577
"37",-0.0136381445639815,0.0382731714710674,-0.0490481240231779,-0.00676392080012546,-0.0427454171570188
"38",-0.00101590536643086,0.0370780469355767,-0.0572797084636862,-0.00468246612658832,-0.0080613160547045
"39",0.00801018433840765,0.0553776012909317,-0.0652939104971135,-0.00344712215443438,0.000881327401604978
"40",0.0132958736147203,0.0388863400880961,-0.0743709865960464,-0.00339973725136393,0.0290393126260934
"41",0.0161933348665084,0.0354766553928376,-0.0318287077514982,-0.00438906521496573,0.039162482148772
"42",0.0190142412687932,0.0834027696390966,0.0270883726281479,-0.00359588457385813,0.0120418928076297
"43",0.0247012158611691,0.105466977708597,0.0710977811667922,0.00029145135646214,0.0130431956765331
"44",0.0320820278372965,0.127369747178267,0.130117560953199,0.00515338832117479,0.0141671077010645
"45",0.0391208595214086,0.159611529836831,0.152772144939452,0.0117552330831252,-0.000626353931835459
"46",0.0432329206325944,0.118060809109147,0.117858989251275,0.0177292508352778,0.0281842649010734
