"","F7.W118","F7.G65","F7.DC_P","F7.DC_T","F7.Pumping"
"1",0.0141318207495312,-0.024235143209036,-0.0642898802302553,-0.0032952581811063,0.00329728911163972
"2",0.0235674821641467,-0.0306293986114266,-0.0697190634402411,-0.00432482346971048,0.0123200354602232
"3",0.0237230896203047,-0.0256942608949488,-0.0506938554907069,-0.00490257548961689,0.0120121992509893
"4",0.0250494876058131,-0.00542983421614308,-0.00290631748773652,-0.00367197361287125,0.0170067468020502
"5",0.0233861743983232,0.0311110118904987,0.0674962439664381,-0.000828956618682347,0.0178009814357747
"6",0.0167535112020716,0.0790688523962131,0.133096836329113,0.00230446109304758,0.00882250576317236
"7",0.0114353027027645,0.111526580865454,0.168698282760846,0.00586723895180727,0.00781704593299239
"8",0.0080240555953643,0.115597531441882,0.160648658599841,0.00834843583314516,0.00988257974649854
"9",0.00356304202383856,0.0939296788440383,0.114344687454447,0.0097980065323833,0.00988841751834173
"10",0.000870484283961959,0.0387455535145311,0.0399421146800916,0.0102848793536228,0.0176883868406254
"11",-0.00312248915129008,-0.0317557976359311,-0.0337885749121035,0.00919245494192957,0.0214067782373584
"12",-0.00853182200370959,-0.0865642586783522,-0.0861798639078034,0.00678903335943393,0.0120163237332791
"13",-0.0129753403360503,-0.121281343991611,-0.109412888047967,0.00335979071294575,-0.00167209157841301
"14",-0.0165185852542122,-0.126130859993905,-0.10045609175196,-0.00132713282313781,-0.0210771043463467
"15",-0.0189031658288801,-0.0994378109771366,-0.0750578600773778,-0.00565073302235988,-0.0426851788174444
"16",-0.0180118628092727,-0.0649385218155095,-0.0518473616246058,-0.00877627907129166,-0.0502805850202346
"17",-0.0158954457741243,-0.0325339768731683,-0.0382712373437332,-0.0104992130399059,-0.0467496061843192
"18",-0.013582380460923,-0.00743611737801164,-0.047149017747569,-0.0107747101345764,-0.0366509935466425
"19",-0.0100670259285707,-0.00358733441164285,-0.0695246850337304,-0.00982585930874909,-0.0130060940195677
"20",-0.00566858609653112,-0.00589571959263769,-0.0807686351396694,-0.00837266010687703,0.0110240129461638
"21",-0.00262018731242333,0.00320355126913544,-0.0713522247787011,-0.00667900580456851,0.0231386381999558
"22",0.00044722949909154,0.0182113275495733,-0.0380734027880281,-0.0048973411946348,0.0314659238673786
"23",0.00363801174749075,0.0474281710014981,0.0236000100952173,-0.00290126965234818,0.0309342340821746
"24",0.00745341648452206,0.0942719142055852,0.0926634630023829,-0.000642947546423813,0.0178729670338526
"25",0.0128149407353638,0.130813636313468,0.14472452004718,0.00243902007442429,0.00890393640341893
"26",0.0181686669935135,0.145068220583601,0.169910654736914,0.00595877060686001,0.00580869277876297
"27",0.0212185265429419,0.133449811684649,0.154723644449858,0.00983211017474923,0.00533054844803567
"28",0.0215017864047179,0.0834001719094901,0.101193430655571,0.0133893404106676,0.0144886280581557
