"","F3.W118","F3.G65","F3.DC_P","F3.DC_T","F3.Pumping"
"1",0.330313620575254,-0.25096623900058,-0.132733520335675,0.00590549254821252,0.671113031677733
"2",0.376281841166678,-0.574787868446512,-0.101901999597495,0.0907388220751866,0.51881157006986
"3",0.265817504704167,-0.436432656564674,-0.00380062052603629,0.135357734546701,-0.00441950945409775
"4",0.0987669297026818,0.0422142645922906,0.0766684689406404,0.102594854989751,-0.454537775948545
"5",0.0128086268728026,0.404851025379396,0.0744080592723015,0.0208153199344356,-0.442265285062288
"6",0.0623584818513186,0.318651876114771,-0.000113330555675281,-0.0403157228961583,-0.00638874861486519
"7",0.179437415129928,-0.127136347687903,-0.0682982752838585,-0.0270317223908267,0.42886691070321
"8",0.23190089823918,-0.503372160228429,-0.0691167421561262,0.0436074130473075,0.445959456702463
"9",0.157471998495632,-0.443667259862746,0.00099845687673935,0.101365793978318,0.0359589896773915
"10",0.0256760569798477,-0.00410312414332666,0.0641591120297385,0.0906674688933825,-0.387383774551253
"11",-0.0372180563766436,0.383477369193868,0.0517473456763823,0.0230952731746145,-0.406781361843271
"12",0.0244755346864256,0.334442883550597,-0.0206295713098785,-0.0343122793151917,-0.00685123178718454
"13",0.14029456531592,-0.10488336293861,-0.0773093551415848,-0.0280002738762791,0.414774785339893
"14",0.185096072784687,-0.495672644200658,-0.0607136503715468,0.0306516699775391,0.439185915229208
"15",0.104818461218892,-0.44438209436462,0.00900926723132883,0.0816869452749666,0.0430290713676062
"16",-0.027675146311275,-0.00222440296306075,0.0591694714204927,0.0727461480551536,-0.376116851230639
"17",-0.0851785584703721,0.389280147054268,0.0376173358321447,0.0114229170266621,-0.400683021004263
"18",-0.0183737131132317,0.338538455400254,-0.0351108691528276,-0.0424279129172482,-0.0109818770685054
"19",0.0984412689850992,-0.104853211813068,-0.0861593705547433,-0.0369418480215282,0.405228290015486
"20",0.13971344903444,-0.500619235593867,-0.0645908542017973,0.0204484566552523,0.436093250175353
"21",0.0580535962458334,-0.456416011935643,0.00630921406104875,0.072077383888699,0.0560672856959479
"22",-0.0705619524388174,-0.0170951063036681,0.053496490335182,0.0672879997599987,-0.355180136016484
"23",-0.123475380903861,0.384411593367105,0.0332176594221975,0.0106992886936514,-0.392591883722581
"24",-0.0537123338849179,0.353928345308101,-0.0308348825928408,-0.0432877533037636,-0.0229000343112929
"25",0.0628600116802554,-0.0763021803187154,-0.0714763342546061,-0.0430478103464296,0.386274824834669
"26",0.103200996671466,-0.477580288831289,-0.049473088452764,0.00818909296467907,0.430635583087842
"27",0.0211962834173343,-0.450787394522497,0.0106179022133605,0.0566718201595025,0.0689623135814774
"28",-0.106959869794562,-0.0224836314189234,0.0482440043298786,0.0517132525971712,-0.338306485400869
"29",-0.158668844950174,0.383544308387599,0.028308266576741,-0.0051761169175207,-0.388683719498511
"30",-0.0864657289171792,0.366744699366836,-0.027779524833238,-0.0594049100942836,-0.0339314962640772
"31",0.0340436137627884,-0.0528516305990547,-0.0634543862849541,-0.0586002017279851,0.373009758299057
"32",0.0787172377712087,-0.451810203479679,-0.0427888569643067,-0.00458263223217753,0.423719677405638
"33",0.00114976095583551,-0.427646769639566,0.0146115565355788,0.0477103724588281,0.066075729878609
"34",-0.122781919124232,0.00136678361833547,0.0562535404862683,0.0443518461879835,-0.347519069219536
"35",-0.170110810132811,0.414063215887292,0.0438293033562931,-0.0128401877403791,-0.40906031831957
"36",-0.0939086881178317,0.406030585483941,-0.00842279385351606,-0.0689982159443878,-0.0607793831037251
"37",0.0305285508570531,-0.00988442220734635,-0.0491346698371744,-0.0697919475273249,0.34927408618634
"38",0.0793829727798489,-0.414792594804504,-0.0380040947606621,-0.0152973491739878,0.408100294087002
"39",0.00422723204978192,-0.400044401632298,0.0149801015513737,0.0392295162638713,0.0661089957200256
"40",-0.119240985049199,0.0250547317831541,0.0599645174309362,0.0379235347530878,-0.340057026520938
"41",-0.166235811215216,0.442793176526958,0.0539272005406446,-0.0190214861265374,-0.409505134348789
"42",-0.0874726217675225,0.442301414061395,0.00313404312865029,-0.0751130235761639,-0.073979675778199
"43",0.0416052994199723,0.0283270528815972,-0.0433347865224234,-0.0740819858110089,0.332785172967633
"44",0.0944633512811676,-0.380530895529639,-0.0378915169910366,-0.0162777276222598,0.402810094451823
"45",0.0212391722646781,-0.369651530875355,0.016919567558562,0.0414023541231638,0.0637614940562861
"46",-0.100807935256645,0.0546361004988983,0.0677911655389976,0.0419755953614482,-0.346972869529032
"47",-0.145663500368238,0.472399865433058,0.0666681057070269,-0.0153258458819425,-0.422044921418769
"48",-0.064399861702789,0.469532679000694,0.01243822719915,-0.0730034989719157,-0.08888829561179
"49",0.065498701149431,0.0510416164724122,-0.0435685138057349,-0.0728588596319201,0.31905626268991
"50",0.116853187833283,-0.361331516144543,-0.0465718878969718,-0.0140212945022218,0.393432774660068
"51",0.041184090210715,-0.353390947895492,0.00755880345829179,0.0456537274228303,0.0596916894092996
"52",-0.0824716374196874,0.0674140063721321,0.0659152769892981,0.0473010006256763,-0.350048184781051
"53",-0.127373740669285,0.481650173341556,0.070893452326662,-0.00962951922051498,-0.429374039709356
"54",-0.0458689498869156,0.476672971683178,0.015455447866897,-0.0669717728785056,-0.100341341184031
"55",0.0835036307781699,0.0572081417182453,-0.0489708889044667,-0.0656658873571194,0.310205051465477
"56",0.133213317619826,-0.356771976362643,-0.0593640086255976,-0.00522248025517377,0.389811668083162
"57",0.055507977072739,-0.350482753159013,-0.00417695866098152,0.0557334930367099,0.0567972241111732
"58",-0.0697227329561027,0.0685024694401024,0.0621717594243291,0.057512784592209,-0.355232528611066
"59",-0.11521130711049,0.477764837263229,0.0726427118008689,-0.000305733192748356,-0.430734777237818
"60",-0.0342634505536027,0.464475363739725,0.0136719520596641,-0.0586344539120658,-0.0928184569307498
"61",0.092277054005267,0.0393591981743427,-0.0581917997025245,-0.0578278749349969,0.318316881528456
"62",0.136891704083226,-0.373019101470024,-0.0722034605319737,0.00220566652098527,0.387328251776814
"63",0.0541009198379571,-0.362900756326531,-0.0145413293922702,0.0620531418057156,0.0445442457425264
"64",-0.0739604092692982,0.0549395735159489,0.0577452855597271,0.0630543794981622,-0.364455532349922
"65",-0.119961538957877,0.457206982486878,0.0711740086667536,0.00547578903623314,-0.426865885684203
"66",-0.0396332521766167,0.436959886039076,0.0100438537609034,-0.0517578231597738,-0.0796714557036005
"67",0.0848179328963109,0.0110100996857342,-0.0647339253252357,-0.0502301771958349,0.328318148551665
