"","F2.W60","F2.G42","F2.KY_P","F2.KY_T","F2.Pumping"
"1",0.824651731554416,0.423498301198275,-0.239382049213028,0.0324220418622289,0.107952733898134
"2",0.800384537273715,0.402213994400829,-0.247078736439231,0.0141849881867541,0.0908007620421061
"3",0.777083325712527,0.365110261347287,-0.257951808120254,-0.00510281164945688,0.0721325384613536
"4",0.759638646697972,0.332375765876378,-0.267517979753219,-0.0214079718234468,0.0572329471696754
"5",0.744995950960637,0.299183680957861,-0.274497856614851,-0.031796632190633,0.0496427597293863
"6",0.733844736065148,0.268596876481956,-0.281276098766813,-0.0366083517236957,0.0500380671758628
"7",0.722277552513232,0.238129124187876,-0.28960622092423,-0.035767126298495,0.0558277086121706
"8",0.706731947665701,0.203153011237946,-0.294743210276183,-0.0311566715513693,0.0598186239084628
"9",0.687340312360909,0.166379458513168,-0.295847805546838,-0.0251169312393273,0.0598016777441114
"10",0.662660007791868,0.126030933315613,-0.295078006633079,-0.0185446162338561,0.0619237862212921
"11",0.632926319627187,0.0827356239460788,-0.29652642511643,-0.0123332397763963,0.0669262865132618
"12",0.59897276587282,0.0400174722490469,-0.298056058827342,-0.00650807023101886,0.0722513027603761
"13",0.562743027827886,-0.0022794449922624,-0.298897492570041,-0.000963130725912203,0.0760585042257217
"14",0.524876950699934,-0.0464184221926779,-0.299728070959645,0.00245404845334506,0.0774218437973566
"15",0.485705369886682,-0.0925191521884955,-0.300229996290949,0.00479003400213812,0.0764806778503968
"16",0.447270121851764,-0.137411376698416,-0.300236281634231,0.00615169972769811,0.0745966213432455
"17",0.409814648105761,-0.183021456141176,-0.301723896676331,0.00684100932039016,0.073401708791846
"18",0.373750991095954,-0.228094919186441,-0.304555776847658,0.00809532791789688,0.0741337574317723
"19",0.338145839419382,-0.273913544557497,-0.306268164644047,0.010150734488723,0.0765623228634025
"20",0.301846304301852,-0.321402236920233,-0.308704196077107,0.012658839136904,0.0781286996515465
"21",0.263458643623219,-0.37137538845243,-0.310673443835016,0.0154637968729424,0.0775512280685978
"22",0.22261781197961,-0.423514128507761,-0.312811156511106,0.0184335669593863,0.0781745744477833
"23",0.179618053456195,-0.476495543585245,-0.313629874392453,0.0212328175411742,0.0800769446966358
"24",0.135514639055745,-0.528540117833938,-0.314074515827722,0.0234546679907893,0.0824044912619935
"25",0.089894674716858,-0.579632755168698,-0.313449954925675,0.0252583144208762,0.0842650493868143
"26",0.0435621874662355,-0.628662842920112,-0.311868334971384,0.0264557256893773,0.0850705464466884
"27",-0.00272773326324816,-0.675420630508928,-0.309010838261197,0.0271395047625605,0.0847685347873779
"28",-0.0485776258530463,-0.720674686920943,-0.304984667044537,0.0277393512058536,0.0839268643480351
"29",-0.0924645998749232,-0.763499796356666,-0.300506811430419,0.0281522095461191,0.0833538346590652
"30",-0.134014365565719,-0.803902076546775,-0.296970096743238,0.0288614411719163,0.0836657630732892
"31",-0.17428091115966,-0.842766114202364,-0.292535172027786,0.0294452160242756,0.0845980058767173
"32",-0.214292430561396,-0.881308064280521,-0.286738076659904,0.0298729188221664,0.0831358548311053
"33",-0.253712925834066,-0.919006136377728,-0.280262084147561,0.0302304442632589,0.0806983139695595
"34",-0.29356636572816,-0.956522914202162,-0.272597936117578,0.0305719321779422,0.0788052307236847
"35",-0.333821674326905,-0.993266702069071,-0.265437769346975,0.0310655236247612,0.0777310049436436
"36",-0.374306780040799,-1.02849673585638,-0.257416088170236,0.031579200179884,0.077073376065388
"37",-0.414538074912196,-1.06186234186799,-0.248752089562814,0.0320380878067578,0.0763650009833039
"38",-0.454284677720812,-1.09323849532235,-0.239371305813048,0.032397259060537,0.0751923543557373
"39",-0.493202792149627,-1.12231294668149,-0.229526712525246,0.0327955690237907,0.0735703824780264
"40",-0.530617789736271,-1.14905480316836,-0.21902455124408,0.0328689989567563,0.0717805222040333
"41",-0.565910406731779,-1.17325442909273,-0.209436139897994,0.0327149100273116,0.0702797423324524
"42",-0.598593360653569,-1.19504910390694,-0.200457373325587,0.0324883688862976,0.0694042270181613
"43",-0.628331486000041,-1.21443415561663,-0.191560035773823,0.0321180481211188,0.0689618579974441
"44",-0.655496192285383,-1.23165514669031,-0.181626254895053,0.0313486290434991,0.0666598620922188
"45",-0.680673768690353,-1.24718062641541,-0.170923175667627,0.0301913368172482,0.062157469899971
"46",-0.704297725694907,-1.26141642127662,-0.160006210555648,0.0288717745257511,0.0576340312523529
"47",-0.726514331057808,-1.27381840371438,-0.14895107149272,0.0274409592105012,0.0537158117886327
"48",-0.747721196555296,-1.28421396496487,-0.137444461271399,0.0261958164913462,0.050096498634605
"49",-0.767847778641622,-1.29255179106628,-0.125354920701505,0.0251675964948056,0.0463504396297353
"50",-0.786936202901817,-1.29882163880011,-0.112677845165811,0.0245136691299879,0.0425825364806941
"51",-0.804941229133509,-1.30346086591846,-0.09944324789884,0.0241797790920537,0.0390690780150204
"52",-0.821248398738825,-1.30596522771849,-0.0862497782919562,0.0238148970855503,0.0359530614732444
"53",-0.835445314045638,-1.30625940368842,-0.0733293163523034,0.0234335078419662,0.0331386947485003
"54",-0.847170167362073,-1.30450906780728,-0.0613480563521401,0.0228855298967899,0.0304355687804613
