"","F4.W118","F4.G65","F4.DC_P","F4.DC_T","F4.Pumping"
"1",-0.605296547285656,0.109695131671304,0.0312266416664797,0.0501341710273447,-0.150593867844267
"2",-0.610578904241324,-0.0809605028699182,0.00205059842796769,0.0365177808389448,0.0464093996503815
"3",-0.599788219100992,-0.126836278263,0.0134048067680803,0.037980520978907,0.027894868595121
"4",-0.585320940585095,0.00346875016154187,0.0479117334281827,0.0346563893956974,-0.11407328589754
"5",-0.553191015247966,0.160234014910654,0.0691229121467766,0.0192498765150654,-0.172736453925177
"6",-0.490545766886522,0.156372118485061,0.055943643382742,0.000893577485362354,-0.05691173834925
"7",-0.422481750165518,-0.0281861992849837,0.0263842358380197,-0.00551027202481609,0.113648903076721
"8",-0.389214957493859,-0.195252683149143,0.0223620920000144,0.00373978917070277,0.146546484255935
"9",-0.400718112347739,-0.162326938695257,0.0505467330547287,0.0139319775766885,-0.0104357225207445
"10",-0.414346190843819,0.0427516172203015,0.0833436926147896,0.00817184129247978,-0.184126216053122
"11",-0.38507734521771,0.220149177004454,0.0793078790875084,-0.0147123295645017,-0.197354551016541
"12",-0.309219191889351,0.196939339295003,0.0395092370737434,-0.0344053512486311,-0.0341740803738898
"13",-0.227309813214863,-0.0010386602675233,0.0032400325057463,-0.0322254534786759,0.146074423806221
"14",-0.182112946769102,-0.176080805643279,0.00256291223548383,-0.0121758085179803,0.166616322992421
"15",-0.185890904120357,-0.148071073456404,0.035889896915085,0.0058746465148809,0.00356231201528246
"16",-0.205144517492614,0.0631949942739191,0.0636505450804524,0.00297141289558683,-0.182553588773623
"17",-0.188574898156139,0.251621308671092,0.0509032469200655,-0.0187869334084821,-0.202668805012689
"18",-0.126418353194406,0.223800974760489,0.00453673843050248,-0.037407088647474,-0.0302513139816824
"19",-0.0552971376968077,0.00423942949392588,-0.029517064216475,-0.0342181727595393,0.165074269672199
"20",-0.0293185467029218,-0.193403460921513,-0.0227459549109966,-0.011908394510523,0.186111929216994
"21",-0.0627290646741107,-0.178319483487464,0.00819561260559588,0.00887619311761458,0.012388695146613
"22",-0.111747304419362,0.0270604914826405,0.0302715139469305,0.00858166384441674,-0.177202632642614
"23",-0.11929281157453,0.211961413836569,0.0198223703041904,-0.0124342509637475,-0.193018125799232
"24",-0.0710273101213362,0.187427489337982,-0.0140843144086189,-0.0331881576028546,-0.0195309200468739
"25",-0.010572883051763,-0.0278011719145146,-0.0376725259983979,-0.0321073821586484,0.173094042056091
"26",0.00729378774984168,-0.22835497965342,-0.029481921328131,-0.010548152039742,0.197638232863779
"27",-0.0307838797591983,-0.222146228354381,-0.00020126060560179,0.00946519371266541,0.0316698491685508
"28",-0.0853751646708045,-0.0194480377730502,0.018600071778054,0.00624321969705682,-0.160556324234948
"29",-0.10246481666268,0.175246354667166,0.00553989154144421,-0.0186077092432131,-0.187997334444451
"30",-0.0640248356022344,0.163724068559558,-0.027095387696308,-0.0419316573558605,-0.0210292609352857
"31",-0.00878393519039323,-0.04696886279808,-0.0475464267980448,-0.0423727865924877,0.175403837792015
"32",0.00443535302653449,-0.246229691571162,-0.0356523954625749,-0.0205694786111572,0.198790660168609
"33",-0.0415498238215783,-0.233776472614757,-0.00602643531359426,0.00119577139122206,0.0259198564934222
"34",-0.103234998915065,-0.0200609194038524,0.0142488877030401,-7.90685056757078e-05,-0.172056947684681
"35",-0.123022866249493,0.185033004090862,0.00708971354442279,-0.024034516348614,-0.204193479124624
"36",-0.0839273957704074,0.18235484899282,-0.0173487439974774,-0.0476597281734921,-0.0441588830135049
