"","F6.W80","F6.G42","F6.GO_P","F6.GO_T","F6.Pumping"
"1",-0.257860280556088,-0.173632083078418,-0.091348696455041,0.0743498471135426,-0.0454293628776904
"2",-0.26112555914986,-0.198061663521414,-0.113548324058508,0.0585988303812348,-0.0215305935331888
"3",-0.261687082233184,-0.220624797201803,-0.133100378982002,0.0467188540402067,0.0114246597990808
"4",-0.268145836174479,-0.239347153484035,-0.144101542285018,0.0344545847091705,0.0205371238704834
"5",-0.261957169937062,-0.251873695093664,-0.13780340015576,0.0208546753374826,0.00923381033735118
"6",-0.226673696989407,-0.248783990650031,-0.11162082561208,0.00455704426688808,-0.00581698657358506
"7",-0.164928674707701,-0.228470551969187,-0.0798619882584351,-0.0139987337079505,-0.0140622240667208
"8",-0.101851519766664,-0.197609463102375,-0.0491200108323732,-0.0320909438996907,-0.0193100087798611
"9",-0.0445895181577727,-0.161623110756772,-0.0199149892511133,-0.0466284321217003,-0.0260754439510355
"10",0.0115245424301044,-0.125942316362945,0.00171158265217406,-0.0575443406346363,-0.0242653460907649
"11",0.0677605142012969,-0.088139140835107,0.0149542864338323,-0.0669016669083442,-0.0192867673970024
"12",0.120682590421534,-0.0438448960799211,0.028257679803836,-0.0739462323973286,-0.0199977499453466
"13",0.166870534228867,0.00376965892270592,0.0432395475420572,-0.07712938697625,-0.0255598879411247
"14",0.205760363680938,0.0485847049230362,0.0558159143241172,-0.0760933909925806,-0.0293460293763511
"15",0.232316587469522,0.0843340054692731,0.0637119231716379,-0.0695710238117188,-0.0284248843119423
"16",0.239158161051611,0.110716483412675,0.0672552309708929,-0.0583383628360159,-0.0272505934205953
"17",0.225116483687846,0.125774616840035,0.0640708303280394,-0.0434090942635155,-0.0265087549107826
"18",0.198381047626074,0.132152019367491,0.0580829047844991,-0.026420594829732,-0.0229892131115631
"19",0.165443748651615,0.130080020816893,0.054395904489557,-0.00928789614386345,-0.0166456366849366
"20",0.12539294917697,0.11995850618701,0.0551866897329839,0.00648638415061998,-0.01357033182784
"21",0.0776776944292459,0.101526508567851,0.056795983459735,0.0214002707495753,-0.013980998816411
"22",0.0281378915252554,0.0761530404530818,0.057429212876483,0.0347374609947965,-0.0103590080661332
"23",-0.0183042337473954,0.0470658000214931,0.0545647906670536,0.0447115699490484,-0.00103224517532658
"24",-0.0580520640306506,0.0198810927821354,0.0511504171525198,0.0498929526784874,0.00926421456446996
"25",-0.0902112160986829,-0.00332157742431034,0.0477470889230028,0.0514269871157943,0.0165169752457063
"26",-0.11231125675247,-0.0222100156991157,0.0427959063471202,0.049628341169473,0.0209086420044191
"27",-0.123796941055142,-0.0375293358055376,0.0358761717818473,0.0449632384959197,0.0236618964604989
"28",-0.126933942227498,-0.0489603065051595,0.0275461326865177,0.0379510543715241,0.0244534739843828
"29",-0.123880757835645,-0.0561210398880961,0.0152021631971557,0.0298803296130882,0.0248859536869989
"30",-0.113153241782932,-0.0580428506950043,-0.000119744594620401,0.0218210244139112,0.0275657419801079
"31",-0.0927210926024098,-0.0546911700303913,-0.0167506123607733,0.0134676645395788,0.0303620760778494
"32",-0.0676255265718192,-0.0476271481447532,-0.0303932905029024,0.00488620046066535,0.0232852340656382
