"","F6.W115","F6.G53","F6.GI_P","F6.GI_T","F6.Pumping"
"1",0.00460583639910946,-0.0405877701245968,0.107878275030712,-0.0277962793308696,-0.213727822871226
"2",-0.00189420061923582,0.0312914957295827,0.0456523123662468,-0.0164350072984942,-0.224738615839445
"3",-0.0467289077829107,-0.00214951423380347,-0.0919672357992985,0.0221117166153448,0.213185801753843
"4",-0.0421996429998517,-0.0570014806757916,-0.0369605448252796,0.0130104747377571,0.221529139143607
"5",0.0183408949926306,0.00322524442516012,0.100762908857485,-0.0224565175040036,-0.217288864487588
"6",0.0300885999564701,0.0701090891723157,0.0383658598351226,-0.0134821246973147,-0.23665586466325
"7",-0.0262847996196046,0.00757189969218716,-0.101578154821654,0.0216916006821495,0.20923089667439
"8",-0.0403617098481171,-0.0686484207946662,-0.0540359838761072,0.0138119407678885,0.252441058752947
"9",0.0192198198045884,-0.00704518539650496,0.107725496583985,-0.0211885395739674,-0.204633586925564
"10",0.0399951925108251,0.0771999169101244,0.0660804083932589,-0.0139184100100445,-0.258898828031278
"11",-0.0153978404289118,0.0162240497427459,-0.100661418929115,0.0198526078279469,0.188254076437858
"12",-0.0367064024274245,-0.0736977462075724,-0.066755562611627,0.0130352570226715,0.2500300280051
"13",0.0152287376485544,-0.0181307149206581,0.107137412507437,-0.0229516376878758,-0.187283616281856
"14",0.0334745337873662,0.0713859372231122,0.07422602605452,-0.0147003472302321,-0.251433949753391
"15",-0.021966363607928,0.0146746557706483,-0.104286196600212,0.0234709400037911,0.185554357691344
"16",-0.0424563840507854,-0.0737840024906859,-0.0725261367073863,0.0138317718048628,0.252482126269386
"17",0.0133174208784511,-0.0140826383460369,0.109788052462316,-0.026755621386304,-0.185277264324374
"18",0.0369014222245299,0.0807398812947963,0.0773133999258444,-0.0151702296048665,-0.253396279762095
"19",-0.0149836542638631,0.0205925046025547,-0.113010816572998,0.0298348983674652,0.193898507721615
"20",-0.0336066373265595,-0.0776732963698207,-0.090758196215168,0.0181277425836822,0.265712515229963
"21",0.0253084226559291,-0.0136414966736085,0.111274426004288,-0.0292628398322049,-0.185502038436265
"22",0.0536720324810967,0.091844604263111,0.0976242024366239,-0.0166398004169573,-0.265389279670029
"23",0.00326962131682358,0.0263423500592769,-0.113395798563764,0.0328065873791887,0.188845561148425
"24",-0.0191025872560591,-0.0867961947592649,-0.108564429661282,0.0193770791855817,0.277516601367944
"25",0.0359646226597262,-0.0250124619043067,0.109178229632769,-0.0314974338185093,-0.181468510880677
"26",0.0612003158694777,0.0873614519615967,0.109419185315592,-0.0182298697296808,-0.276538051542057
"27",0.00415325706174822,0.0190928924277332,-0.113964638561212,0.0331159005011669,0.183686594850226
"28",-0.0277742552338264,-0.103046776272128,-0.120711750897546,0.0185280409164823,0.285174205026398
"29",0.0196800351735403,-0.0394062855393364,0.106060061228321,-0.0348050653768361,-0.175544985581983
"30",0.040765235503435,0.0828267626873143,0.117745956007398,-0.0190773629156394,-0.284951408103
"31",-0.0195127052953286,0.0185724548637803,-0.116212005632091,0.0356968794286151,0.172195303101773
"32",-0.0559087504763969,-0.107334646826313,-0.12911176822109,0.0196882497489315,0.28312151561703
"33",-0.0109671381320863,-0.0423859967233565,0.108181490121708,-0.0353936548764167,-0.172838444449539
"34",0.0117893247821018,0.0909518089258388,0.126690752027567,-0.0183841345671449,-0.294072246181598
"35",-0.0448130064956075,0.0340989586843061,-0.109865283192508,0.038284856919744,0.154060011549523
"36",-0.0767845445408479,-0.0932058525732993,-0.130244590338314,0.0201887754904788,0.279088652475712
"37",-0.0244972390990515,-0.0312138295162536,0.108185924862073,-0.0374937611971164,-0.161989588621117
"38",0.00958265953025075,0.102556971694972,0.134239138300048,-0.0189647349346675,-0.288632418692
"39",-0.0351999612673676,0.0469282225012055,-0.104437245438218,0.0377667308932393,0.148737875358342
"40",-0.0578366927105511,-0.08330226972493,-0.131411215599402,0.0170088009316165,0.282172659865634
"41",0.00319926988980987,-0.0254743948748095,0.109547856772445,-0.0415675210608007,-0.144587909062225
"42",0.0468563525121364,0.106880419637038,0.143147022405551,-0.0215475914459186,-0.276945341920921
"43",0.00899611644708188,0.0503119671014573,-0.0963630869869775,0.0367301774552783,0.148265856027943
"44",-0.0124284169530667,-0.0850844801455993,-0.130793956487366,0.0155789405261389,0.284901982239246
"45",0.0449981596719157,-0.0321528471626724,0.108825312945527,-0.0424477474477732,-0.135321991187444
"46",0.0827600108979784,0.0988970855342853,0.146702842835727,-0.0189010818266791,-0.267608754304838
"47",0.0367086729976675,0.0418307097106902,-0.0893246650604154,0.0402048194724442,0.149158778571578
"48",0.0023242333630216,-0.0936785435535675,-0.129390932126077,0.0180591007704581,0.277420660863207
"49",0.044865103604846,-0.0418981316680152,0.099436606310021,-0.0387554908742765,-0.139542176567568
"50",0.0705119347783144,0.089052100247205,0.135643806239973,-0.0136067007292171,-0.26936935069611
"51",0.0139524558430995,0.0318460891720203,-0.0953824138278987,0.0448278561785869,0.139443657289118
"52",-0.0320737327804929,-0.105619433084973,-0.138043391173835,0.020202689629374,0.267468790372046
"53",0.000233099271434825,-0.0543543261079388,0.0823826769623414,-0.0370612432697317,-0.143122039198919
"54",0.0215617683003695,0.0779272534970885,0.117421140203463,-0.0117906581251158,-0.275028310599331
"55",-0.0346095760645805,0.0241771556256105,-0.105159386921802,0.043522150409084,0.129276750687058
"56",-0.0793706437651208,-0.109674061086225,-0.1414994758082,0.0156616562095571,0.260331092873771
"57",-0.0416299656292868,-0.0552994340288308,0.0777358693061252,-0.0411933110541841,-0.142650320511251
"58",-0.0083222106791274,0.080348583847071,0.109815091841099,-0.0145991700376466,-0.265256719963906
"59",-0.0512987817699073,0.0312760971867049,-0.103626092855356,0.0389317437270517,0.141046191975417
"60",-0.0838097823713529,-0.095443497603553,-0.12584052198038,0.00823231781534354,0.258056463905782
"61",-0.0318276242151507,-0.0320313873537799,0.0950623566505733,-0.0475769457525714,-0.149459962560562
"62",0.0176404476566844,0.106720565064006,0.122308954976101,-0.0175475990131661,-0.256986791900487
"63",-0.0124845838899758,0.0515861048765879,-0.0884231738843518,0.0364434523024749,0.154408411719766
"64",-0.0377034839392225,-0.0783364966059733,-0.101707961359259,0.00557285617411135,0.25676967937245
"65",0.0189904461203563,-0.0126056126206152,0.117943214657548,-0.0471011140739172,-0.156530375838006
"66",0.0709625746564491,0.123345812503108,0.132921350174494,-0.0137730065630906,-0.250492061919795
"67",0.0378251915888435,0.0574047043874657,-0.0806708153784754,0.0412029295267312,0.164598152990077
"68",0.00295071773019503,-0.0817322352053077,-0.0933930721467432,0.0110985882855982,0.252735695736846
"69",0.0473899459924554,-0.0183330512022894,0.116766288376306,-0.0389105779843347,-0.162362831447307
"70",0.089168043195747,0.113554100213578,0.12081175774851,-0.0041472064960373,-0.245447698113547
"71",0.044521535064453,0.0379430531216723,-0.0986073635548379,0.0487789866268356,0.168077000037048
"72",-0.00668186452593769,-0.107083152376942,-0.111010715832021,0.0159948282131458,0.244599497757054
"73",0.0227082356215057,-0.0422708635587079,0.09627109865444,-0.0343308170649334,-0.168776823302618
"74",0.0556733822096717,0.0901532199745161,0.0928024497187862,-0.000836715182607927,-0.240500880385695
"75",0.00435680887147109,0.0103707037577096,-0.124916491144013,0.0476549276135267,0.171120482712941
"76",-0.0534202765965652,-0.132818713004038,-0.12656512924362,0.0108343227047661,0.235526678038168
"77",-0.0254571949806287,-0.0558026346979991,0.0890936701176007,-0.0411289273607313,-0.177448891147554
"78",0.0132232409652651,0.0860737876845529,0.0848477040917137,-0.00772305024551057,-0.232798048548428
"79",-0.0309099235748888,0.00632598785852879,-0.133121480457664,0.0395249941147608,0.187374547215636
"80",-0.0823534067788528,-0.132060521737755,-0.119773056662464,0.00113009158926935,0.234042483518431
"81",-0.0443444730388397,-0.0387956261636509,0.111136036057135,-0.0494022621190963,-0.188790080390146
"82",0.00917815816759695,0.113833307660799,0.107124906751155,-0.013235372654784,-0.231003987825205
"83",-0.0216306417807684,0.0298324257026519,-0.115231205863426,0.0359137263068544,0.195749413792825
"84",-0.0653779742086516,-0.111992649249866,-0.0996579515011786,-0.000221906462967243,0.232194053916246
"85",-0.0213495872407497,-0.0122836775017242,0.137644964699732,-0.0471337216604622,-0.201114868836528
"86",0.0397822461301179,0.1429008766077,0.130320200345514,-0.00772856252665649,-0.236601733534333
"87",0.0133726699022644,0.0483421978675871,-0.104112673984503,0.0421968919808247,0.199852527930936
"88",-0.0325959891011653,-0.102916775663938,-0.0945486616137202,0.00616852696377739,0.229695536095979
"89",0.00739512202254082,-0.00321262094940264,0.140590881748801,-0.0392262183332273,-0.212870860075376
"90",0.0659148772875751,0.147844261300781,0.124837452584299,0.000588984287308291,-0.239555060440142
"91",0.034627232042408,0.0389054692792395,-0.12134623161453,0.0481406782212044,0.208431278378524
"92",-0.0207568972979953,-0.122371587646245,-0.116266759596003,0.00900464122620698,0.234026486171967
"93",0.00931187601520739,-0.0203618599621102,0.122287901138066,-0.0377409319252714,-0.214505438565334
"94",0.0613860098017298,0.131304932889906,0.107224766539779,0.00133684707036584,-0.238470601853348
"95",0.0253215193088931,0.0144145348402337,-0.142689487425793,0.0456377020502155,0.216997088451067
"96",-0.035927659403602,-0.148078728239112,-0.131344126181813,0.00351212110247591,0.245616792738339
"97",-0.00976340736615199,-0.0349361885775315,0.119044946494011,-0.0432314491054192,-0.21082466149037
"98",0.04306999082886,0.124413337153839,0.107701149263416,-0.00337426079228279,-0.236994764246269
"99",0.00946973503488875,0.00575969784656663,-0.142035904617087,0.0403481594230211,0.226569601299969
