"","F3.W81","F3.G49","F3.GI_P","F3.GI_T","F3.Pumping"
"1",0.0165049032895518,0.0884820200419693,-0.0281651462825189,0.0240481972047324,0.0165787910833018
"2",0.0129145447162149,0.0785384468465091,-0.025107833197863,0.0232661998604498,0.0123441954577298
"3",0.00955392484216927,0.0681630864378466,-0.0211982866351195,0.0213611210523866,0.00832209215602646
"4",0.0066225536163227,0.059328625419618,-0.0180543157991225,0.0185446285542069,0.005472432169861
"5",0.00409089119130634,0.0535232852264367,-0.0151196596383718,0.0160913473400957,0.00439165345429071
"6",0.00148331277520412,0.0485638226444802,-0.0132252998428524,0.0146435380756443,0.00492463566704064
"7",-0.00125481400900024,0.0427533185862605,-0.0131751992826022,0.0138670873173991,0.00616975131987689
"8",-0.00392892672718855,0.0368728545751164,-0.0128774418044635,0.0134550497413281,0.00688575436980282
"9",-0.00591881911591974,0.0308589208814133,-0.0116279130191827,0.012791096311585,0.00520657993866519
"10",-0.00779935057123696,0.024226031659993,-0.00947837634962247,0.0117518805743024,0.00430979976429099
"11",-0.00988062992640431,0.0170795858777907,-0.00714219858740826,0.0103705981976762,0.00461081942397671
"12",-0.0120822486259378,0.0100919251792156,-0.00522994811911285,0.00911650968312538,0.00545808661333247
"13",-0.0142339338396482,0.00321646341659782,-0.00354215580078973,0.00804797187276695,0.00592234910291684
"14",-0.0161537500139903,-0.00390294435455545,-0.00216104983363653,0.00697555551407198,0.00560486618593685
"15",-0.017677350464634,-0.0109408667314634,-0.000544673088130995,0.00574245247663791,0.00477840697129771
"16",-0.0187468973934721,-0.0170558737566264,0.00117020807209561,0.0043632957483735,0.00389017575270817
"17",-0.0194947122585788,-0.0222339051341774,0.00238997412806231,0.00298722008964484,0.00339338004764892
"18",-0.0201360410812063,-0.0269082081873981,0.00228313828306285,0.00178295207127581,0.00346181859085324
"19",-0.0207911512544589,-0.0313195558464816,0.00257967702244702,0.000801255580409483,0.00385029947702802
"20",-0.0210932858271289,-0.0353051802365779,0.00290376297554619,-0.00010540684278143,0.0037944056474155
"21",-0.0207657027985668,-0.0389269442451408,0.00353186460397125,-0.00103891690138644,0.00307431911286454
"22",-0.020038406269377,-0.0424761743161481,0.00428815378340931,-0.00201485204472179,0.00250278229326506
"23",-0.0191871480573364,-0.0460180387443355,0.00481754118325655,-0.00315425175920807,0.00243277062919966
"24",-0.0182566641219281,-0.0491373371561015,0.00509840840309547,-0.00438734116716474,0.00261417058316526
"25",-0.017181744622157,-0.0516985742117001,0.00518837763011047,-0.00563461206154137,0.00263118285348414
"26",-0.0158283202155661,-0.0536000727033983,0.00531312536657418,-0.00695673496295862,0.00229081919032001
"27",-0.0141119818810583,-0.0548751849325835,0.00558524315449388,-0.00832612109603599,0.00163022724977297
"28",-0.0120570974574436,-0.0554300335952449,0.006038897973361,-0.00988265234868585,0.000846818917540256
"29",-0.0097458999536528,-0.0551012865955462,0.00660237504088998,-0.0114589012387055,0.000243010845979712
"30",-0.0072911725719726,-0.0538487835302034,0.00709217725450037,-0.0129027097539286,-4.21128149298605e-05
"31",-0.00466824792377523,-0.0517025208530389,0.00774583783065351,-0.0141947850479441,-0.00027911289330512
"32",-0.00168593225599589,-0.0486560905222378,0.00876252878333035,-0.0154130023618314,-0.00190107974494373
"33",0.00168153790205064,-0.0448578943624448,0.00997659064145515,-0.016579666884703,-0.0043189781785978
"34",0.00528859924162559,-0.0410248121586575,0.0113094604299593,-0.0177986584753965,-0.00645964814469958
"35",0.00902608993382862,-0.0370987255657678,0.0125218081332228,-0.0189787640743879,-0.00806499723341266
"36",0.0128601790869681,-0.0328765293997978,0.0135103331017132,-0.0200899468261577,-0.00933589624236518
"37",0.0168236822488729,-0.0283506816522517,0.0142097470429531,-0.0210402600550076,-0.0106560326342333
