"","F7.W70","F7.G40","F7.CDY_P","F7.CDY_T","F7.Pumping"
"1",-0.231101243598497,0.479741875654418,-0.0178132751333723,-0.000168318433495865,-0.349402534885552
"2",-0.136361972731926,0.328098056291453,0.106378546330045,0.0353615392673442,-0.117996508729557
"3",0.0572182523298279,0.15871431282,0.267420924487345,0.0584189141681492,0.171668721151622
"4",0.117342904538767,0.0352554275985335,0.27933554699911,0.0447584050983725,0.0955854562301528
"5",0.0362553816741729,-0.0373400871866863,0.177345256944607,0.0132041780892701,-0.154548422528722
"6",0.0222673594074049,-0.0990977627736964,0.148307968011848,-0.00471865493621585,-0.104213494338964
"7",0.125836128296539,-0.11325342487533,0.201001876531439,-0.00882495607741098,0.117615230816583
"8",0.162654595881426,-0.0404887333343684,0.146412697916917,-0.0235747457670571,0.0850848360472163
"9",0.0640282733043376,0.075682406657789,0.000576960247682807,-0.0482957375496491,-0.120430652092321
"10",-0.00747633885645721,0.114105485822766,-0.0975297428823723,-0.0541220725275764,-0.0643193488673375
"11",0.0368773936915836,0.0627434433632849,-0.0697211024920843,-0.0424880459904919,0.158122107955065
"12",0.0584425279081719,-0.00131781655753981,-0.0388094497777895,-0.0396864683018542,0.127063776519382
"13",-0.0291195168323398,-0.0616486326948901,-0.0836622780735764,-0.0513600207242378,-0.0992269816108183
"14",-0.101111750527061,-0.191403391527898,-0.122890556164307,-0.0508944521404814,-0.101744305790769
"15",-0.057955050954855,-0.358524800831014,-0.0422004634391675,-0.0344652597430505,0.0889865213216006
"16",-0.00986034355155913,-0.425155264449846,0.0630045388170132,-0.0361001924988063,0.0586272859844684
"17",-0.0511454701401037,-0.351421513004028,0.0615093465655486,-0.0576422832237638,-0.173414191284808
"18",-0.0759859557470628,-0.238455295333459,0.00875921559437976,-0.0585623488649185,-0.169397341626034
"19",0.0199446483949367,-0.137325699564683,0.0550635914006495,-0.0312536352572528,0.0698034536419974
"20",0.131692095753495,0.0228054198744579,0.131685408572296,-0.0164518984592541,0.0960519450398175
"21",0.156233401408674,0.260920038441927,0.124898390565788,-0.0201143061950171,-0.109057143964875
"22",0.172894758104764,0.431197817072726,0.0626745675870754,0.00138261377608407,-0.107930418513828
"23",0.251961315494865,0.427230633298158,0.0514160850688262,0.0494863313136352,0.126614652439139
"24",0.296685354176326,0.338452712305315,0.0850302587157838,0.0729652361694402,0.150201909329588
"25",0.229940977824722,0.272043401717793,0.068498883158694,0.0616931307058242,-0.0767649712550149
"26",0.129635632390128,0.181884046501399,-0.0195021260197533,0.0579232455596536,-0.120633181088385
"27",0.0730602543844179,0.0102452480733254,-0.0941485462816186,0.0703698294131382,0.0871173274229424
"28",0.0043433879686338,-0.147234104709622,-0.117165945606021,0.0578319070828314,0.129934139602923
"29",-0.122400396121378,-0.1789514147319,-0.156092020809615,0.0156407194633514,-0.0717046297280538
"30",-0.223608832849833,-0.140340166232611,-0.244428646621312,-0.00634916922392229,-0.109545823678074
"31",-0.227812594117524,-0.144523613426644,-0.298058084351661,0.00196329445260895,0.111831817744864
"32",-0.198523118861362,-0.153774763685288,-0.249726455764266,-0.00328011858745687,0.177765097704774
"33",-0.19528391121923,-0.0789381799942547,-0.163601790920167,-0.0274892135274221,-0.0219156567492306
"34",-0.170777485589949,0.022087490758885,-0.102648741418386,-0.024087952082164,-0.105769809577225
"35",-0.0950983510415291,0.0241419462045891,-0.0492511355350197,0.0119536924110267,0.0562957725200353
"36",-0.0358507165568374,-0.0408365868469146,0.0568912758126505,0.0284390394577466,0.108107276963317
"37",-0.0337590483924161,-0.0391829418458467,0.190289559725107,0.0143540847478184,-0.0878978545909617
"38",-0.0355308894360064,0.0342398494226885,0.250719757456299,0.0150485573884356,-0.1882522846859
"39",-0.0125399623114783,0.072635033597992,0.206624800586715,0.0374168422249393,-0.0314421179783501
"40",-0.0115565771217235,0.0677186242595088,0.153613447491913,0.0371777249314042,0.0712913123318887
"41",-0.0444166543605691,0.113792356646578,0.141033680197169,0.00921242825917619,-0.0486854443101393
"42",-0.050562510035555,0.21526316261799,0.0950637953164353,-0.00142639038332753,-0.107507645770951
"43",-0.0141118534743843,0.25449048732055,-0.0291796506773514,0.0128203750253559,0.0610614098207751
"44",0.00324304970387797,0.18003545937374,-0.121472454331473,0.0120573620887376,0.17548571127014
"45",-0.0149121999951592,0.0767026274222238,-0.0976729416764519,-0.00877333156588752,0.0506615528308029
