"","F3.W74","F3.G42","F3.GO_P","F3.GO_T","F3.Pumping"
"1",0.018710452744002,-0.0143438801044224,0.00910732857208139,-0.00203064290566771,-0.00721628899369526
"2",0.0191908183799762,-0.0131657174234809,0.0124003568131424,-0.00398397404901353,-0.00793507523817534
"3",0.0195344436189778,-0.0123153435328087,0.0155378328417164,-0.00591579128655548,-0.00864327842629928
"4",0.0199060721821421,-0.0112057804431352,0.0189237319247059,-0.00771535403852065,-0.00908127600715087
"5",0.01996544098723,-0.0108659674703377,0.0209878631851532,-0.0087617992150279,-0.00898959114313519
"6",0.0203125341031149,-0.0111960613416538,0.021637071903982,-0.00899143611423075,-0.00854650910876143
"7",0.0207413935533348,-0.0117930185304635,0.0223753805996622,-0.00906870663492522,-0.00815701176655451
"8",0.0213906880758819,-0.0122253832165561,0.0233231724433671,-0.00938942570785707,-0.00851812047726496
"9",0.0223461727049823,-0.0122223375718943,0.0253518310875899,-0.0101890425242862,-0.00930293086763483
"10",0.023344983473743,-0.0119864387068693,0.02780034681136,-0.011215827566862,-0.0099265258754723
"11",0.0242639488761782,-0.0116312729456824,0.0299588703584848,-0.0122500807329719,-0.0099423031596307
"12",0.0250954780117452,-0.0110809712849517,0.0323778182207561,-0.013370419237257,-0.00963320354130962
"13",0.0260734368210609,-0.0103661100757244,0.0350533470451613,-0.0144895588186934,-0.00932965508256656
"14",0.027178685926333,-0.0095891394882364,0.0379040191995325,-0.0156885097506561,-0.00914697272860515
"15",0.0282845148553763,-0.00871623947015156,0.0405842715749384,-0.0167964016990724,-0.00904076439138061
"16",0.0292156418906434,-0.00783696618862972,0.0428675035406393,-0.0178417697971977,-0.0088416149017209
"17",0.0299157848939729,-0.0072891901886505,0.0442989820503556,-0.018654209429303,-0.00850574000431778
"18",0.0304154405934104,-0.00726596768769701,0.0447636238140122,-0.0190792032933307,-0.00811583393069984
"19",0.0308186029627894,-0.00769913759899703,0.0445401288380523,-0.0193686374283507,-0.00786848524636555
"20",0.0313065438184769,-0.00823453251870492,0.0443231983740944,-0.0197275509733472,-0.00801215829495507
"21",0.0318897342836262,-0.00879051539882592,0.0441262486769044,-0.0201805202848889,-0.00860830041829123
"22",0.0326545798082208,-0.00920651649237001,0.0442855576933143,-0.020822802914481,-0.00907900167172035
"23",0.0335289040079021,-0.0093980559260931,0.0447686081479669,-0.021623714418246,-0.00919449658865158
"24",0.0344549922386833,-0.00932631778955078,0.0455251294270555,-0.0225137008902141,-0.00900459015589812
"25",0.0354859479232066,-0.00896605873685414,0.0464820519857646,-0.0234390643395008,-0.00870375289025401
"26",0.0367332127271195,-0.00819531654951752,0.0476918487351416,-0.0244729568500146,-0.00843169675096708
"27",0.0381971021376956,-0.00700417052201478,0.049252360786831,-0.0257008707468131,-0.00816328664958152
"28",0.0397487419710933,-0.00553281255863267,0.0510172651599837,-0.0270644868079625,-0.00782069701980827
"29",0.0413494447102028,-0.00386417532770532,0.0527808493104914,-0.0285251107757446,-0.00732401363412258
"30",0.0430334983709943,-0.0020866718106476,0.0543511971552926,-0.0299669791118737,-0.00670804393283067
"31",0.0447896725896152,-0.000208097309531519,0.0557977689800377,-0.0314206367152347,-0.00608974595977173
"32",0.0466495572294065,0.00186173687824721,0.0573319759315296,-0.0329499824989309,-0.0057625128257135
"33",0.0485152910880499,0.00416573176531917,0.0587518797392642,-0.0344664168316639,-0.00562747549286366
"34",0.0502801601483713,0.00671779064755859,0.0601341778362203,-0.0359678894530345,-0.00537804217973286
"35",0.0518226264905426,0.00946519705425708,0.0611681786550946,-0.0373568522230415,-0.00484193060746326
"36",0.0530802830114121,0.0123442904968496,0.0618331265651262,-0.0385972089697273,-0.00401799209064223
"37",0.0541007006387986,0.0153159567672765,0.0619946001502718,-0.0396516070937183,-0.00306853089154921
"38",0.0550156152612463,0.0184219756721176,0.0616588622815331,-0.0405661733105185,-0.00209854814333513
"39",0.0559116108895394,0.0216932884118906,0.0607149871069334,-0.0413568081210626,-0.00109554527532731
"40",0.0569215803630868,0.0251486344028401,0.0590637663050211,-0.0420715450493522,-3.25999317172527e-05
"41",0.0581323905132275,0.0287762042077709,0.0565154577262234,-0.0426259310431675,0.00112382003707502
"42",0.0596463846909331,0.0325820129329954,0.0530067882743444,-0.0429567979367301,0.00237241313210741
"43",0.0614564694609452,0.0365697434359962,0.0485843297273181,-0.0430364912899552,0.00358937742354236
"44",0.0635571984228036,0.0407790709220712,0.0435096800665127,-0.0429193956045955,0.00440693238571547
"45",0.0657795062172913,0.0451111434543856,0.0376063276907226,-0.0425048634244007,0.004876706458582
"46",0.0679383850628038,0.0494621222254304,0.0309391991954688,-0.0417189395967864,0.00533379287835974
"47",0.0699089768469311,0.0538536877447368,0.0237474958721799,-0.040590194526384,0.00592078385149558
"48",0.0715447526146485,0.0581758537179623,0.0161009601300886,-0.0390630925533044,0.0065434522906623
"49",0.0728378204366619,0.0623533176627275,0.00810987960885542,-0.0371172617904326,0.00701927430084065
"50",0.0738268404289678,0.066371987907629,-0.000168540501703664,-0.0347782353789281,0.00765943567324532
"51",0.0745376192531931,0.0702004243498947,-0.00872766506541253,-0.0320882170905841,0.00819986342352135
"52",0.0750373120410336,0.073845676496169,-0.0174088560957812,-0.029106719874392,0.00869201423658119
"53",0.0753876330228995,0.0772810205367382,-0.0263495713772325,-0.0258178242935029,0.00913256061482609
"54",0.0757005417972188,0.0804403069253668,-0.0355892120401488,-0.0221874386937233,0.00958843262135316
"55",0.0760343314603198,0.0833521791513701,-0.0449686481375351,-0.0182839898785185,0.0100872819661732
"56",0.0764410520681393,0.0860457028705243,-0.0542956936986222,-0.0141879748555751,0.0104888420175456
"57",0.0769428921780966,0.0885239953234069,-0.063525622739292,-0.00993714208180769,0.0106613760866685
"58",0.0774919747813554,0.0907245576423148,-0.0725909463438697,-0.00552958379919058,0.0106057794176055
"59",0.0781016623871729,0.0926354173356777,-0.0812747314969603,-0.000974476897025504,0.0103798193368424
"60",0.0787975117408925,0.0942447918678017,-0.0894366516797276,0.00374736276554715,0.00987064236373938
"61",0.0795700487645031,0.0954787627200627,-0.09705992116548,0.00866158520011339,0.00886994117212188
"62",0.0804204859938948,0.0963542207931065,-0.103985499168645,0.0136642515615181,0.00734552810945119
"63",0.0812373392061096,0.0968257694225748,-0.110097993226277,0.018679789613993,0.00538065008975039
"64",0.0818974971361804,0.0968056449751454,-0.115412218491509,0.0236502691308117,0.003089880493513
"65",0.0823067459603351,0.0961400716860601,-0.120059010232812,0.0286279691079036,0.000590458937037265
"66",0.0824280048868303,0.0946992332228672,-0.124111924034552,0.0336512535102441,-0.00189770048436647
"67",0.0821891813526931,0.0924353367020878,-0.127380159566455,0.038566781263669,-0.00426406278938052
"68",0.0816123053417166,0.0894399835057793,-0.12956773167649,0.0432727406860169,-0.00667139134378274
"69",0.0806303329037348,0.0857018903012418,-0.130611699610153,0.0477064673823063,-0.00913134790371504
"70",0.0791634398187171,0.0811822639625465,-0.130502649026693,0.0518562196706819,-0.0113723643911729
"71",0.0770866975100812,0.0758027624452282,-0.129346864296398,0.055754283785743,-0.0132726022976807
"72",0.0742681653176855,0.0695159815122031,-0.127079824780242,0.0593903461959704,-0.0148874908465303
"73",0.0706140286594805,0.0622806342542482,-0.123759654088465,0.0627747476890045,-0.0163410103038536
"74",0.0660382405886149,0.0540942445552643,-0.119387139461192,0.0658089880603586,-0.0176687233221387
"75",0.0604019670173383,0.0449479906993817,-0.113960464484328,0.0684279120839341,-0.0188320871419667
"76",0.0535572028449878,0.0347727509345004,-0.107556270932515,0.0705707035314464,-0.0198060524457345
"77",0.0453811414104432,0.0234359363533675,-0.100488693719094,0.0723163589731166,-0.0205173040953196
"78",0.0358232419026852,0.0108948120124437,-0.0927892828872186,0.0736510910116209,-0.0209224618792717
"79",0.0248945008591154,-0.00277747337694414,-0.0843304736079886,0.074449724437025,-0.0210677852910852
